Battery lasts only a few hours.,negative
We are sending it back.,negative
I did not bother contacting the company for few dollar product but I learned the lesson that I should not have bought this form online anyway.,negative
If you hate earbugs avoid this phone by all means.,negative
I also didn't like the on button it felt like it would crack with use.,negative
WORST PHONE EVER.,negative
Freezes frequently4.,negative
It's kind of embarrassing to use because of how it looks and mostly it's embarrassing how child-like the company is.,negative
All in all I'd expected a better consumer experience from Motorola.,negative
There's a horrible tick sound in the background on all my calls that I have never experienced before.,negative
I'm a bit disappointed.,negative
I have had this phone for over a year now and I will tell you its not that great.,negative
I ordered this for sony Ericsson W810i but I think it only worked once (thats when I first used it).,negative
The battery is completely useless to me.,negative
What a big waste of time.,negative
Don't waste your $$$ on this one.,negative
Do not make the same mistake as me.,negative
Big Disappointment with calendar sync.,negative
the phone was unusable and was not new.,negative
Worst Customer Service Ever.,negative
No additional ear gels provided and no instructions whatsoever.,negative
It defeats the purpose of a bluetooth headset.,negative
Internet is excrutiatingly slow.,negative
This product had a strong rubber/petroleum smell that was unbearable after a while and caused me to return it,negative
poor quality and service.,negative
The cable looks so thin and flimsy it is scary.,negative
Absolutel junk.,negative
THAT one didn't work either.,negative
Returned 8 hours later.,negative
Don't waste your money!.,negative
Not only will it drain your player but may also potentially fry it.,negative
Unreliable - I'm giving up.,negative
Avoid this one if you can.,negative
I wasted my little money with this earpiece.,negative
First of all it doesn't wear well.,negative
I wouldn't recommend buying this product.,negative
Piece of Junk.,negative
Poorly contstruct hinge.,negative
Don't buy it.,negative
DO NOT PURCHASE THIS PHONE.,negative
Customer service was terrible.,negative
Battery life still not long enough in Motorola Razor V3i.,negative
Sending it back.,negative
As many people complained I found this headset's microphone was very weak.,negative
My 5-year old Nokia 2160 from Tracfone holds the charge a lot better than this.,negative
They do not care about the consumer one bit.,negative
The instruction manual is lacking.,negative
The battery is unreliable as well as the service use antena.,negative
It's uncomfortable and the sound quality is quite poor compared with the phone (Razr) or with my previous wired headset (that plugged into an LG).,negative
I want my money back.,negative
I ordered this product first and was unhappy with it immediately.,negative
The Ngage is still lacking in earbuds.,negative
I have 2-3 bars on my cell phone when I am home but you cant not hear anything.,negative
However-the riingtones are not the best and neither are the games.,negative
The plug did not work very well.,negative
AMAZON SUCKS.,negative
Rip off---- Over charge shipping.,negative
1. long lasting battery (you don't have to recharge it as frequentyly as some of the flip phones)2.,negative
Obviously there is a problem with the adhesive.,negative
Very disappointing.,negative
It was an inexpensive piece but I would still have expected better quality.,negative
It is practically useless and did not add any kind of boost to my reception after I bought it.,negative
Was not happy.,negative
A PIECE OF JUNK THAT BROKE AFTER BEING ON MY PHONE FOR 2 DAYS!!!,negative
Worst customer service.,negative
Reception is terrible and full of static.,negative
I was sitting in my vehicle with the cradle on my belt and the headset lost signal.,negative
Were JERKS on the phone.,negative
Their network coverage in Los Angeles is horrible.,negative
Excellent starter wireless headset.,negative
The loudspeaker option is great the bumpers with the lights is very ... appealing.,negative
The only thing that I think could improve is the sound leaks out from the headset.,negative
First off the reception sucks I have never had more than 2 bars ever.,negative
The phone gets EXTREMELY HOT!,negative
Also if your phone is dropped this case is not going to save it specially when dropped face down.,negative
bad fit way too big.,negative
Waste of money.,negative
I'll be drivng along and my headset starts ringing for no reason.,negative
The worst phone I've ever had.... Only had it for a few months.,negative
Not a good item.. It worked for a while then started having problems in my auto reverse tape player.,negative
This is so embarassing and also my ears hurt if I try to push the ear plug into my ear.,negative
This is a VERY average phone with bad battery life that operates on a weak network.,negative
Soyo technology sucks.,negative
Same problem as others have mentioned.,negative
The worst piece of crap ever along with the Verizon customer service.,negative
Poor sound quality.,negative
The picture resolution is far below what other comparably-priced phones are offering today.,negative
Using all earpieces left or right this thing will not stay on my ear.,negative
Still Waiting...... I'm sure this item would work well.. if I ever recieve it!,negative
what a disappointment,negative
don't waste your money and time.,negative
It's so stupid to have to keep buying new chargers car chargers cradles headphones and car kits every time a new phone comes out.,negative
I came over from Verizon because cingulair has nicer cell phones.... the first thing I noticed was the really bad service.,negative
I'll be looking for a new earpiece.,negative
We received a WHITE colored battery that goes DEAD after a couple hoursTHe original used to last a week - but still lasts longer than thereplacement,negative
After a year the battery went completely dead on my headset.,negative
This is the first phone I've had that has been so cheaply made.,negative
Att is not clear sound is very distorted and you have to yell when you talk.,negative
The plastic breaks really easy on this clip.,negative
Don't make the same mistake I did.,negative
Oh and I forgot to also mention the weird color effect it has on your phone.,negative
Also the area where my unit broke).- I'm not too fond of the magnetic strap.,negative
Another note about this phone's appearance is that it really looks rather bland especially in the all black model.,negative
Low Quality.,negative
Warning - Stay away.,negative
I wish I could return the unit and get back my money.,negative
I used to talk on it for 1 - 1 1/2 hours and the battery would be literally drained and dying.,negative
If you don't find it too bad as again the unit comes with one earpad only.I would not recommend this to anyone.,negative
Very Displeased.,negative
I might have gotten a defect but I would not risk buying it again because of the built quality alone.,negative
They made this case too small and is very difficult to install.,negative
Does not fit.,negative
There's really nothing bad I can say about this headset.,negative
I even fully charged it before I went to bed and turned off blue tooth and wi-fi and noticed that it only had 20 % left in the morning.,negative
I've also had problems with the phone reading the memory card in which I always turn it on and then off again.,negative
Not good when wearing a hat or sunglasses.,negative
Horrible phone.,negative
BT50 battery junk!.,negative
Cant get the software to work with my computer.,negative
Disappointed!.,negative
poor voice clarity.,negative
No buyers remorse on this one!.,negative
Very disappointed in AccessoryOne.,negative
I find this inexcusable and so will probably be returning this phone and perhaps changing carriers.,negative
The update procedure is difficult and cumbersome.,negative
Disappointment.. I hate anything that goes in my ear.,negative
Uncomfortable In the Ear Don't use with LG VX9900 (EnV).,negative
The volume switch rocketed out of the unit to a destination unknown.,negative
I'd like to return it.,negative
Verizon's bills however are difficult to understand even though their pricing plans are simple.,negative
A Disappointment.,negative
Its not user friendly.,negative
Unfortunately the ability to actually know you are receiving a call is a rather important feature and this phone is pitiful in that respect.,negative
Then I exchanged for the same phone even that had the same problem.,negative
This results in the phone being either stuck at max volume or mute.,negative
Pretty piece of junk.,negative
Plug was the wrong size.,negative
Save your money.... I've had this item for 11 months now.,negative
Bad Purchase.,negative
Defective crap.,negative
I would have given no star if I was able.,negative
The sound quality for the device is unacceptable.Unless you are in a really quiet area you almost hear nothing.,negative
I would not recommend this item to anyone.,negative
The holster that arrived did not match the photo in the ad.,negative
As an earlier review noted plug in this charger and nothing happens.,negative
You never know if you pushed it hard enough or the right number of times for the function you want or not.,negative
I am not impressed with this and i would not recommend this item to anyone.,negative
My only complaint is the standard sound volume is a little low even when turned up to 5(of 5),negative
REALLY UGLY.,negative
horrible had to switch 3 times.,negative
No real improvement.,negative
They refuse to refund or replace.,negative
Unfortunately it's easy to accidentally activate them with the gentle-touch buttons if you accidentally touch the phone to your face while listening.,negative
So I basically threw my money out the window for nothing.,negative
All it took was one drop from about 6 inches above the kitchen counter and it was cracked.I am not impressed and I am not laughing.,negative
none of the new ones have ever quite worked properly.,negative
I've missed numerous calls because of this reason.,negative
Perhaps my phone is defective but people cannot hear me when I use this.,negative
Don't buy this product.,negative
sucked most of the stuff does not work with my phone.,negative
Worst software ever used.... If I could give this zero stars I would.,negative
Trying to make a call on these is an exercise in frustration.,negative
The case is a flimsy piece of plastic and has no front or side protection whatsoever.,negative
I give Wirefly 1 star.I will contact Cingular/AT&T and inform them of this practice.,negative
It's AGGRAVATING!,negative
None of it works just don't buy it.,negative
Muddy low quality sound and the casing around the wire's insert was poorly super glued and slid off.,negative
Please dont waste your money.,negative
If you are looking for a good quality Motorola Headset keep looking this isn't it.,negative
Yet Plantronincs continues to use the same flawed charger design.,negative
Disapointing Results.,negative
Cumbersome design.,negative
It's A PIECE OF CRAP!,negative
My experience was terrible..... This was my fourth bluetooth headset and while it was much more comfortable than my last Jabra (which I HATED!!!,negative
Worst ever.,negative
I can barely ever hear on it and am constantly saying what?,negative
The battery life is highly unacceptable.,negative
That company is a joke.,negative
Due to this happening on every call I was forced to stop using this headset.,negative
Verizon tech support walked my through a few procedures none of which worked and I ended up having to do a hard re-set wiping out all my data.,negative
Voice Quality Signal Strength Dropped Calls.,negative
It feels poorly constructed the menus are difficult to navigate and the buttons are so recessed that it is difficult to push them.,negative
Also difficult to put on.I'd recommend avoiding this product.,negative
I only used it two days and it wasn't always easy to hear with.,negative
I got the car charger and not even after a week the charger was broken...I went to plug it in and it started smoking.,negative
Sprint - terrible customer service.,negative
What possesed me to get this junk I have no idea...,negative
Piece of trash.,negative
The real killer is the volume and of course it breaking.,negative
Poor Construction.,negative
This is infuriating.,negative
Sprint charges for this service.,negative
It is cheap and it feel and look just as cheap.,negative
It doesn't work in Europe or Asia.,negative
the worst phone from samsung...crap..... this crappy Samsung E715.. is the worst i have ever seeen.,negative
the charger worked for about a week and then completely stopped charging my phone.,negative
Poor product.,negative
However I needed some better instructions.,negative
You need two hands to operate the screen.This software interface is decade old and cannot compete with new software designs.,negative
Steer clear of this product and go with the genuine Palm replacementr pens which come in a three-pack.,negative
DO NOT BUY DO NOT BUYIT SUCKS,negative
Plus I seriously do not believe it is worth its steep price point.,negative
Very Dissapointing Performance.,negative
Don't make the same mistake that I did and please don't buy this phone.,negative
This phone might well be the worst I've ever had in any brand.,negative
Case was more or less an extra that I originally put on but later discarded because it scratched my ear.,negative
Don't bother - go to the store.,negative
You get what you pay for I guess.,negative
However BT headsets are currently not good for real time games like first-person shooters since the audio delay messes me up.,negative
Disappointing accessory from a good manufacturer.,negative
Performed awful -- muffled tinny incoming sound and severe echo for those on the other end of the call.,negative
Obviously they have a terrible customer service so you get what you pay for.,negative
I contacted the company and they told me that although the unit was still under warranty if I couldn't produce my receipt I was out of luck.,negative
Linksys should have some way to exchange a bad phone for a refurb unit or something!,negative
When I placed my treo into the case not only was it NOT snug but there was A LOT of extra room on the sides.,negative
Battery is terrible.,negative
The earpiece on this is too large or too heavy...it keeps falling out of my ear.,negative
Utter crap.. Sound quality is TERRIBLE.,negative
The charger arrived within the promised timeframe but it did not work.,negative
Finally after three or four times the spring of the latch broke and I could not use it any longer on the visor.,negative
Talk about USELESS customer service.,negative
It felt too light and tinny..,negative
This does not fit the Palm Tungsten E2 and it broke the first time I tried to plug it in.,negative
I could not recommend these more.,negative
Looks good in the picture but this case was a huge disappointment!!,negative
its extremely slow and takes forever to do anything with it.,negative
A must study for anyone interested in the worst sins of industrial design.,negative
The first thing that happened was that the tracking was off.,negative
Then I had to continue pairing it periodically since it somehow kept dropping.,negative
Can't upload ringtones from a third party.,negative
Bluetooth does not work phone locks up screens just flash up and now it just makes calls randomly while in my pocket locked.,negative
Truly awful.,negative
And none of the tones is acceptable.,negative
camera color balance is AWFUL.,negative
This product is clearly not ready for prime time I don't care how cool it looks if you can't tell a call is coming in it's worthless.,negative
Chinese Forgeries Abound!.,negative
The instructions didn't explain that a microphone jack could be used.,negative
i would advise to not purchase this item it never worked very well.,negative
Too bad you have to pay up to $$$ a month for the service!,negative
The nokia CA-42 USB cable did not work with my phone.,negative
The biggest complaint I have is the battery drains superfast.,negative
The design might be ergonomic in theory but I could not stand having these in my ear.,negative
Do NOT buy if you want to use the holster.,negative
It doesn't make you look cool.,negative
Also the phone doesn't seem to accept anything except CBR mp3s preferably ripped by Windows Media Player.,negative
So just beware.,negative
So anyone near you will hear part of your conversation.,negative
I bought this phone as a replacement for my StarTac and have regretted it since.,negative
Can't store anything but phone numbers to SIM.,negative
It lasts less than 3o minutes if I actually try to use the phone.My wife has the same phone with the same problem.,negative
Poor quality.,negative
Not worth it.,negative
The phone crashed completely and now I have to get it replaced.,negative
Unfortunately it will not recharge my iPhone 4s despite connecting it from multiple power sources (iMac external battery wall outlet etc).,negative
if you simply want a small flip phone -- look elsewhere as the extra bells & whistles are mediocre.,negative
Think it over when you plan to own this one!This sure is the last MOTO phone for me!,negative
After receiving and using the product for just 2 days it broke.,negative
None of the three sizes they sent with the headset would stay in my ears.,negative
We have tried 2 units and they both failed within 2 months.. Pros,negative
Couldn't use the unit with sunglasses not good in Texas!,negative
It dit not work most of the time with my Nokia 5320.,negative
Bought mainly for the charger which broke soon after purchasing.,negative
If you like a loud buzzing to override all your conversations then this phone is for you!,negative
stay away from this store be careful.,negative
Does not fit.,negative
disappointing.,negative
The camera on the phone may be used as a dustpan when indoors... I'd rather be using a disposable then this.,negative
Then a few days later the a puff of smoke came out of the phone while in use.,negative
The nano stated it.My son was dissapointed.,negative
Would not reccommend.,negative
This particular model would not work with my Motorola Q smartphone.,negative
wont work right or atleast for me.,negative
in addition it feels &amp looks as if the phone is all lightweight cheap plastic.,negative
But now that it is out of warranty the same problems reoccure.Bottom line... put your money somewhere else... Cingular will not support it.,negative
I really wanted the Plantronics 510 to be the right one but it has too many issues for me.The good,negative
AFter the first charge kept going dead after 12 minutes.,negative
VERY cheap plastic creaks like an old wooden floor.,negative
I get absolutely horrible reception in my apartment where with other phones I have not had this problem.,negative
After my phone got to be about a year old it's been slowly breaking despite much care on my part.,negative
I am sorry I made this purchase.,negative
I bought these hoping I could make my Bluetooth headset fit better but these things made it impossible to wear.,negative
Treo and T-Mobile refused to replace it again and forced me to buy another phone without any kind of upgrade discount.,negative
It was horrible!.,negative
I don't think it would hold it too securly on your belt.,negative
This allows the possibility of double booking for the same date and time after the first.,negative
They work about 2 weeks then break.,negative
I can't use this case because the smell is disgusting.,negative
NOT WHAT I WANTED.,negative
The internet access was fine it the rare instance that it worked.,negative
$50 Down the drain.,negative
I tried talking real loud but shouting on the telephone gets old and I was still told it wasn't great.,negative
If there is a wind it is completely useless.,negative
Does Not Work.,negative
At first I thought I was grtting a good deal at $7.44 until I plugged it into my phone (V3c Razr).,negative
Improper description.... I had to return it.,negative
Battery has no life.,negative
I checked everywhere and there is no feature for it which is really disappointing.,negative
Doesn't do the job.,negative
Awkward to use and unreliable.,negative
Not as good as I had hoped.,negative
Doesn't Work.,negative
Unfortunately it did not work.,negative
All three broke within two months of use.,negative
dont buy it.,negative
My father has the V265 and the battery is dying.,negative
However the ear pads come off easily and after only one week I lost one.,negative
The calls drop the phone comes on and off at will the screen goes black and the worst of all it stops ringing intermittently.,negative
Horrible horrible protector.,negative
I don't like this Nokia either.,negative
Reaching for the bottom row is uncomfortable and the send and end keys are not where I expect them to be.3.,negative
I have bought this Nokia cell phone a few weeks ago and it was a nightmare.,negative
It would take too long to describe how bad my customer service experience has been with Amazon.,negative
the only VERY DISAPPOINTING thing was there was NO SPEAKERPHONE!!!!,negative
Terrible.. My car will not accept this cassette.,negative
Product is useless since it does not have enough charging current to charge the 2 cellphones I was planning to use it with.,negative
It's not what it says it is.,negative
Stay Away From the Q!.,negative
Used and dirty.,negative
Very unreliable service from T-mobile !,negative
Not good enough for the price.,negative
I bought two of them and neither will charge.,negative
These products cover up the important light sensor above the ear outlet.,negative
Just does not work.,negative
Poor Reliability.,negative
If I take a picture the battery drops a bar and starts beeping letting me know its dieing.,negative
Terrible product and waste of money!,negative
Last time buying from you.,negative
It was a waste of my money.,negative
The item received was Counterfeit.,negative
This is by far the worst purchase I've made on Amazon.,negative
Does not work for listening to music with the cingular 8125.,negative
The bottowm line...another worthless cheap gimmick from Sprint.,negative
Having trouble with volume.,negative
WARNING - DO NOT BUY!!.,negative
When it opens the battery connection is broken and the device is turned off.,negative
I didn't want the clip going over the top of my ear causing discomfort.,negative
Don't trust their website and don't expect any helpful support.,negative
The speaker is of low quality so as making the ring tones sound very cheap.,negative
Bad Reception.,negative
This product is very High quality Chinese CRAP!!!!!!,negative
Don't buy this product - It fails!.,negative
Everything about this product is wrong.First,negative
This was utterly confusing at first which caused me to lose a couple of very very important contacts.,negative
Terrible phone holder.,negative
Problem is that the ear loops are made of weak material and break easily.,negative
Not nearly as good looking as the AMAZON picture makes it look.,negative
How stupid is that?,negative
It always cuts out and makes a beep beep beep sound then says signal failed.,negative
Couldn't figure it out,negative
My phone sounded OK ( not great - OK) but my wife's phone was almost totally unintelligible she couldn't understand a word being said on it.,negative
So I had to take the battery out of the phone put it all back together and then restart it.,negative
While I managed to bend the leaf spring back in place the metal now has enough stress that it will break on the next drop.,negative
Saggy floppy piece of junk.,negative
It also had a new problem.,negative
It looses connection to the phone even when it is within a couple feet between the two.,negative
Makes it easier to keep up with my bluetooth when I'm not wearing it.,negative
As I said above....PRETTY USELESS!,negative
Never got it!!!!!,negative
This pair of headphones is the worst that I have ever had sound-wise.,negative
[...] down the drain because of a weak snap!,negative
Does not charge the Cingular (ATT) 8525 phone.,negative
However after about a year the fliptop started to get loose and wobbly and eventually my screen went black and I couldn't receive and place calls.,negative
I kept catching the cable on the seat and I had to pull the phone out to turn it on an off.,negative
The mic there is a joke and the volume is quite low.,negative
I'm returning them.,negative
I does not maintain a connection with the computer while it is on my lap.,negative
I had to purchase a different case.,negative
Very much disappointed with this company.,negative
It didn't charge for me.,negative
Buttons are too small.,negative
However the keypads are so tinny that I sometimes reach the wrong buttons.,negative
I cannot make calls at certain places.,negative
however my girl was complain that some time the phone doesn't wake up like normal phone does.,negative
This company charge me a restocking fee and still not given me my refund back.,negative
I'm trying to return it for a refund.,negative
I plugged it in only to find out not a darn thing worked.,negative
Earbud piece breaks easily.,negative
Lousy product.,negative
This phone tries very hard to do everything but fails at it's very ability to be a phone.,negative
Not enough volume.,negative
Echo Problem....Very unsatisfactory,negative
you could only take 2 videos at a time and the quality was very poor.,negative
don't waste your money.,negative
I am going to have to be the first to negatively review this product.,negative
Adapter does not provide enough charging current.,negative
There was so much hype over this phone that I assumed it was the best my mistake.,negative
You also cannot take pictures with it in the case because the lense is covered.,negative
Phone falls out easily.,negative
It didn't work people can not hear me when I talk.,negative
The text messaging feature is really tricky to use.,negative
I'm really disappointed all I have now is a charger that doesn't work.,negative
Painful on the ear.,negative
Lasted one day and then blew up.,negative
disappointed.,negative
Kind of flops around.,negative
The screen does get smudged easily because it touches your ear and face.,negative
What a piece of junk.. I lose more calls on this phone.,negative
Item Does Not Match Picture.,negative
The only thing that disappoint me is the infra red port (irda).,negative
You can not answer calls with the unit never worked once!,negative
Crust is not good.,negative
Not tasty and the texture was just nasty.,negative
Now I am getting angry and I want my damn pho.,negative
Honeslty it didn't taste THAT fresh.),negative
The potatoes were like rubber and you could tell they had been made up ahead of time being kept under a warmer.,negative
Would not go back.,negative
The cashier had no care what so ever on what I had to say it still ended up being wayyy overpriced.,negative
I was disgusted because I was pretty sure that was human hair.,negative
I was shocked because no signs indicate cash only.,negative
Waitress was a little slow in service.,negative
This place is not worth your time let alone Vegas.,negative
did not like at all.,negative
The Burrittos Blah!,negative
- They never brought a salad we asked for.,negative
Took an hour to get our food only 4 tables in restaurant my food was Luke warm Our sever was running around like he was totally overwhelmed.,negative
The worst was the salmon sashimi.,negative
This was like the final blow!,negative
seems like a good quick place to grab a bite of some familiar pub food but do yourself a favor and look elsewhere.,negative
Poor service the waiter made me feel like I was stupid every time he came to the table.,negative
Service sucks.,negative
There is not a deal good enough that would drag me into that establishment again.,negative
Hard to judge whether these sides were good because we were grossed out by the melted styrofoam and didn't want to eat it for fear of getting sick.,negative
Frozen pucks of disgust with some of the worst people behind the register.,negative
It's too bad the food is so damn generic.,negative
They have horrible attitudes towards customers and talk down to each one when customers don't enjoy their food.,negative
The Heart Attack Grill in downtown Vegas is an absolutely flat-lined excuse for a restaurant.,negative
Not much seafood and like 5 strings of pasta at the bottom.,negative
The ripped banana was not only ripped but petrified and tasteless.,negative
At least think to refill my water before I struggle to wave you over for 10 minutes.,negative
We got the food and apparently they have never heard of salt and the batter on the fish was chewy.,negative
The service was meh.,negative
It took over 30 min to get their milkshake which was nothing more than chocolate milk.,negative
I guess I should have known that this place would suck because it is inside of the Excalibur but I didn't use my common sense.,negative
The scallop dish is quite appalling for value as well.,negative
2 times - Very Bad Customer Service !,negative
There is so much good food in Vegas that I feel cheated for wasting an eating opportunity by going to Rice and Company.,negative
Coming here is like experiencing an underwhelming relationship where both parties can't wait for the other person to ask to break up.,negative
walked in and the place smelled like an old grease trap and only 2 others there eating.,negative
The turkey and roast beef were bland.,negative
The pan cakes everyone are raving about taste like a sugary disaster tailored to the palate of a six year old.,negative
The poor batter to meat ratio made the chicken tenders very unsatisfying.,negative
In summary this was a largely disappointing dining experience.,negative
Never been to Hard Rock Casino before WILL NEVER EVER STEP FORWARD IN IT AGAIN!,negative
say bye bye to your tip lady!,negative
We'll never go again.,negative
It was not good.,negative
REAL sushi lovers let's be honest - Yama is not that good.,negative
At least 40min passed in between us ordering and the food arriving and it wasn't that busy.,negative
It was pretty gross!,negative
I've had better atmosphere.,negative
Kind of hard to mess up a steak but they did.,negative
Although I very much liked the look and sound of this place the actual experience was a bit disappointing.,negative
I just don't know how this place managed to served the blandest food I have ever eaten when they are preparing Indian cuisine.,negative
Worst service to boot but that is the least of their worries.,negative
Host staff were for lack of a better word BITCHES!,negative
Bland... Not a liking this place for a number of reasons and I don't want to waste time on bad reviewing.. I'll leave it at that...,negative
I wouldn't return.,negative
This place is way too overpriced for mediocre food.,negative
The management is rude.,negative
He was extremely rude and really there are so many other restaurants I would love to dine at during a weekend in Vegas.,negative
Don't do it!!!!,negative
The waiter wasn't helpful or friendly and rarely checked on us.,negative
My husband and I ate lunch here and were very disappointed with the food and service.,negative
And the red curry had so much bamboo shoots and wasn't very tasty to me.,negative
The menu is always changing food quality is going down & service is extremely slow.,negative
The service was a little slow  considering that were served by 3 people servers so the food was coming in a slow pace.,negative
I give it 2 thumbs down,negative
We watched our waiter pay a lot more attention to other tables and ignore us.,negative
We waited for forty five minutes in vain.,negative
Crostini that came with the salad was stale.,negative
Unfortunately we must have hit the bakery on leftover day because everything we ordered was STALE.,negative
I came back today since they relocated and still not impressed.,negative
Avoid at all cost!,negative
So don't go there if you are looking for good food...,negative
I've never been treated so bad.,negative
We also ordered the spinach and avocado salad the ingredients were sad and the dressing literally had zero taste.,negative
Perhaps I caught them on an off night judging by the other reviews but I'm not inspired to go back.,negative
The service here leaves a lot to be desired.,negative
We literally sat there for 20 minutes with no one asking to take our order.,negative
The burger had absolutely no flavor - the meat itself was totally bland the burger was overcooked and there was no charcoal flavor.,negative
I also decided not to send it back because our waitress looked like she was on the verge of having a heart attack.,negative
I dressed up to be treated so rudely!,negative
It was probably dirt.,negative
The food sucked which we expected but it sucked more than we could have imagined.,negative
When my order arrived one of the gyros was missing.,negative
I'm not really sure how Joey's was voted best hot dog in the Valley by readers of Phoenix Magazine.,negative
The live music on Fridays totally blows.,negative
I've never been more insulted or felt disrespected.,negative
The warm beer didn't help.,negative
I've lived here since 1979 and this was the first (and last) time I've stepped foot into this place.,negative
The WORST EXPERIENCE EVER.,negative
Must have been an off night at this place.,negative
If that bug never showed up I would have given a 4 for sure but on the other side of the wall where this bug was climbing was the kitchen.,negative
For about 10 minutes we we're waiting for her salad when we realized that it wasn't coming any time soon.,negative
Won't go back.,negative
Soggy and not good.,negative
Which are small and not worth the price.,negative
The shower area is outside so you can only rinse not take a full shower unless you don't mind being nude for everyone to see!,negative
The service was a bit lacking.,negative
Lobster Bisque Bussell Sprouts Risotto Filet ALL needed salt and pepper..and of course there is none at the tables.,negative
Hopefully this bodes for them going out of business and someone who can cook can come in.,negative
It was either too cold not enough flavor or just bad.,negative
As for the mains also uninspired.,negative
