Phone is sturdy as all nokia bar phones are.,positive
Great phone.,positive
I'm pleased.,positive
I found the product to be easy to set up and use.,positive
No ear loop needed it's tiny and the sound is great.,positive
The handsfree part works fine but then the car tries to download the address book and the Treo reboots.Overall I still rate this device high.,positive
I'm happy about this purchase- good quality and low price.,positive
I love the look and feel of Samsung flipphones.,positive
Its well-designed and very sharp -- the blue is a very nice color.,positive
Does everything it should and more.,positive
Nice Sound.,positive
Much less than the jawbone I was going to replace it with.,positive
Setup went very smoothly.,positive
It is well made easy to access the phone and has a handy detachable belt clip.,positive
It works fine on my Motorola 325 cellphone and a lot better than the worn-out battery did.,positive
The volume for the ringer is REAL good (you have choices how loud).,positive
I love the ringtones because they are so upbeat!,positive
Easy to pair with my Samsung Cell.,positive
Works well.,positive
Clear crisp sound.,positive
I have to use the smallest earpieces provided but it stays on pretty well.,positive
The phone can also take great pictures and even video clips.,positive
Because both ears are occupied background is not distracting at all.,positive
Comfortable fit - you need your headset to be comfortable for at least an hour at a time if not for an entire day.,positive
You can't beat the price on these.,positive
* Comes with a strong light that you can use to light up your camera shots and even flash SOS signals (seriously!,positive
lightweight and works well.,positive
I love this cable - it allows me to connect any mini-USB device to my PC.,positive
This is cool because most cases are just open there allowing the screen to get all scratched up.,positive
Appears to actually outperform the original battery from China that came with my V325i.,positive
jabra ear gels R the best!.,positive
It quit working after I'd used it for about 18 months so I just purchased another one because this is the best headset I've ever owned.,positive
It was a great phone.,positive
Good value works fine - power via USB car or wall outlet.,positive
My phone doesn't slide around my car now and the grip prevents my phone from slipping out of my hand.,positive
This is simply the BEST bluetooth headset for sound quality!,positive
In the span of an hour I had two people exclaim Whoa - is that the new phone on TV?!?,positive
I have always used corded headsets and the freedom from the wireless is very helpful.,positive
This case has passed the one year mark and while it shows signs of wear it is 100% functional.,positive
Other than that the leather is nice and soft the fit is very tight the cut out for the face is a good shape.,positive
It has everything I need and I couldn't ask for more.,positive
This product is great... it makes working a lot easier I can go to the copier while waiting on hold for something.,positive
T-Mobile has the best customer service anywhere.,positive
Arrived quickly and much less expensive than others being sold.,positive
Provides good protection and looks classy too.,positive
Krussel Always good.,positive
The tracfonewebsite is user friendly and makes it easy toactivate etc.,positive
The design is very good.4.,positive
I great reception all the time.,positive
I would highly recommend this product.,positive
Fantastic buy and will get again for whatever my next phone is,positive
This BlueAnt Supertooth hands-free phone speaker is AWESOME.,positive
.... Item arrived quickly and works great with my Metro PCS Samsung SCH-r450 slider phone and Sony Premium Sound in ear plugs.,positive
It is light has plenty of battery capacity and is very confortable to wear for somewhat extended periods of time.,positive
Blue Ant is easy to use.,positive
Cheap but hey it works.. Was pleasantly suprised given the low cost of this item.,positive
It's very convenient and simple to use - gets job done & makes the car ride so much smoother.,positive
The sound quality is excellent as well.,positive
Its the best headset I have used.,positive
They have been around for years and carries the highest quality of anti-glare screen protector that I have found to date.,positive
Just what I wanted.,positive
Great product.,positive
Crisp and Clear.,positive
The reception has been generally good.,positive
Excellent sound battery life and inconspicuous to boot!.,positive
Great bluetooth!.,positive
I highly recommend this case.,positive
WORTHWHILE.,positive
This is a great deal.,positive
It is simple to use and I like it.,positive
It's a great tool for entertainment communication and data management.Oh be sure to use ActiveSync 4.2 for optimal data synchronization results!,positive
I own 2 of these cases and would order another.,positive
Great Phone.,positive
I bought this battery with a coupon from Amazon and I'm very happy with my purchase.,positive
Perfect for the PS3.,positive
Five star Plus plus.,positive
A good quality bargain.. I bought this after I bought a cheapy from Big Lots that sounded awful and people on the other end couldn't hear me.,positive
Good  works fine.,positive
For the price this was a great deal.,positive
Great price too!,positive
Yes it's shiny on front side - and I love it!,positive
The reception through this headset is excellent.,positive
2 thumbs up to this seller,positive
I have a Verizon LG phone and they work well together good reception and range that exceeds 20 feet line of sight.,positive
#1 It Works - #2 It is Comfortable.,positive
Battery charge-life is quite long.,positive
The Jabra EarGels fit my ears very well.,positive
Product is exactly as described.,positive
Gets a signal when other Verizon phones won't.,positive
I would recommend it.,positive
Plan on ordering from them again and again.,positive
That being said for a phone the camera is very nice many cool effects to play with and video is decent as well.,positive
I have been very satisfied with this cell phone from day one.,positive
They keep getting better and better (this is my third one and I've had numerous Palms too).,positive
The shipping time was also very quick!,positive
Good case!.,positive
Really good product.,positive
It looks very nice.,positive
This is an excellent tool especially when paired with your phone's auto-answer.,positive
I have read other's reviews here but I haven't had any problem with it.,positive
Comfortable in my hand.,positive
(It works!),positive
So far it has worked like a charm.,positive
I have only had it for a few weeks but so far so good.,positive
But in any case the best part is you can download these pictures to your laptop using IR or even send pictures from your laptop to the phone.,positive
Would recommend this item.,positive
It's been my choice headset for years.Great sound good volume good noise cancellation.,positive
Nice case feels good in your hands.,positive
Just really good.. So far probably the best BT headset I have ever had.,positive
Works fine.,positive
I received my headset in good time and was happy with it.,positive
I was very pleased to see that I could replace my well travled swivel holster for my Blackberry flip.,positive
My sister has one also and she loves it.,positive
Good Quality.,positive
Excellent dual-purpose headset.,positive
Excellent!.,positive
It seems completely secure both holding on to my belt and keeping the iPhone inside.,positive
The only good thing was that it fits comfortably on small ears.,positive
I am pairing this with my iphone and I could not be happier with it so far.,positive
Best headset ever!!!.,positive
It was that loud.Glad to say that the Plantronics 510 maintains a flawless connection to my cell and with no static during normal use.,positive
Fits comfortably came with three sizes of earbud tips.,positive
Excellent product for the price.,positive
It was quite comfortable in the ear.,positive
Great phone.,positive
The pairing of the two devices was so easy it barely took a couple minutes before I started making calls with the voice dialing feature.,positive
The cutouts and buttons are placed perfectly.,positive
I love being able to use one headset for both by land-line and cell.,positive
But despite these few flaws this case is of exceptional quality and well worth the additional costs of owning an official OEM product.,positive
I can hear while I'm driving in the car and usually don't even have to put it on it's loudest setting.,positive
Seller shipped quickly and much cheaper than the competitors.,positive
Good show Samsung.,positive
So I bought about 10 of these and saved alot of money.,positive
Leopard Print is wonderfully wild!.,positive
Works for me.,positive
much better than the hard plastic cases.,positive
Happy so far!.,positive
cool phone.,positive
Works good.,positive
Motorola finally got the voice quality of a bluetooth headset right.,positive
but it is great i would really recommend it,positive
You get extra minutes so that you can carry out the call and not get cut off.,positive
The headset fulfills my requirements so I am happy with my purchase.,positive
Logitech Bluetooth Headset is a 10!.,positive
I like the fact that it rests lightly against your ear rather than inside.,positive
A lot of websites have been rating this a very good phone and so do I.,positive
I have tried these cables with my computer and my iPod and it works just fine.,positive
It is easy to turn on and off when you are in the car and the volume controls are quite accessable.,positive
I have had mine for about a year and this Christmas I bought some for the rest of the family.,positive
Otherwise easy to install and use clear sound.,positive
nice leather.,positive
It is a joy to use.,positive
Very satisifed with that.,positive
This is the phone to get for 2005.... I just bought my S710a and all I can say is WOW!,positive
Just reading on the specs alone makes you say WOW.,positive
Love it.. Great armband.,positive
I really like this product over the Motorola because it is allot clearer on the ear piece and the mic.,positive
I exchanged the sony ericson z500a for this and I'm pretty happy with that decision.,positive
I was very impressed with the price of the cases.,positive
Also makes it easier to hold on to.,positive
I use this product in a motor control center where there is a lot of high voltage humming from the equipment and it works great!,positive
It's pretty easy.,positive
Beautiful styling though.,positive
Excellent product.,positive
It is the best charger I have seen on the market yet.,positive
SWEETEST PHONE!!!,positive
:-)Oh the charger seems to work fine.,positive
It fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal.,positive
Wow... Loved this place.,positive
Stopped by during the late May bank holiday off Rick Steve recommendation and loved it.,positive
The selection on the menu was great and so were the prices.,positive
The fries were great too.,positive
A great touch.,positive
Service was very prompt.,positive
I tried the Cape Cod ravoli chickenwith cranberry...mmmm!,positive
Highly recommended.,positive
The food amazing.,positive
Service is also cute.,positive
I could care less... The interior is just beautiful.,positive
So they performed.,positive
That's right....the red velvet cake.....ohhh this stuff is so good.,positive
This hole in the wall has great Mexican street tacos and friendly staff.,positive
Also there are combos like a burger fries and beer for 23 which is a decent deal.,positive
I found this place by accident and I could not be happier.,positive
Overall I like this place a lot.,positive
The only redeeming quality of the restaurant was that it was very inexpensive.,positive
Ample portions and good prices.,positive
My first visit to Hiro was a delight!,positive
The shrimp tender and moist.,positive
On a positive note our server was very attentive and provided great service.,positive
The only thing I did like was the prime rib and dessert section.,positive
The burger is good beef cooked just right.,positive
If you want a sandwich just go to any Firehouse!!!!!,positive
My side Greek salad with the Greek dressing was so tasty and the pita and hummus was very refreshing.,positive
We ordered the duck rare and it was pink and tender on the inside with a nice char on the outside.,positive
He came running after us when he realized my husband had left his sunglasses on the table.,positive
Their chow mein is so good!,positive
The portion was huge!,positive
Loved it...friendly servers great food wonderful and imaginative menu.,positive
The salad had just the right amount of sauce to not over power the scallop which was perfectly cooked.,positive
This place receives stars for their APPETIZERS!!!,positive
The cocktails are all handmade and delicious.,positive
We'd definitely go back here again.,positive
We are so glad we found this place.,positive
Great food and service huge portions and they give a military discount.,positive
Always a great time at Dos Gringos!,positive
Update.....went back for a second time and it was still just as amazing,positive
A great way to finish a great.,positive
The deal included 5 tastings and 2 drinks and Jeff went above and beyond what we expected.,positive
- Really really good rice all the time.,positive
The sweet potato fries were very good and seasoned well.,positive
Today is the second time I've been to their lunch buffet and it was pretty good.,positive
This place has it!,positive
I love the Pho and the spring rolls oh so yummy you have to try.,positive
All I have to say is the food was amazing!!!,positive
Omelets are to die for!,positive
Everything was fresh and delicious!,positive
It's like a really sexy party in your mouth where you're outrageously flirting with the hottest person at the party.,positive
Best breakfast buffet!!!,positive
Will be back again!,positive
Food arrived quickly!,positive
On the up side their cafe serves really good food.,positive
Our server was fantastic and when he found out the wife loves roasted garlic and bone marrow he added extra to our meal and another marrow to go!,positive
The only good thing was our waiter he was very helpful and kept the bloddy mary's coming.,positive
Best Buffet in town for the price you cannot beat it.,positive
I LOVED their mussels cooked in this wine reduction the duck was tender and their potato dishes were delicious.,positive
This is one of the better buffets that I have been to.,positive
So we went to Tigerlilly and had a fantastic afternoon!,positive
The food was delicious our bartender was attentive and personable AND we got a great deal!,positive
The ambience is wonderful and there is music playing.,positive
Will go back next trip out.,positive
Sooooo good!!,positive
This is a really fantastic Thai restaurant which is definitely worth a visit.,positive
Nice spicy and tender.,positive
Good prices.,positive
Check it out.,positive
Service was fine and the waitress was friendly.,positive
The guys all had steaks and our steak loving son who has had steak at the best and worst places said it was the best steak he's ever eaten.,positive
We thought you'd have to venture further away to get good sushi but this place really hit the spot that night.,positive
Phenomenal food service and ambiance.,positive
Definitely worth venturing off the strip for the pork belly will return next time I'm in Vegas.,positive
Penne vodka excellent!,positive
They have a good selection of food including a massive meatloaf sandwich a crispy chicken wrap a delish tuna melt and some tasty burgers.,positive
Delicious NYC bagels good selections of cream cheese real Lox with capers even.,positive
Great Subway in fact it's so good when you come here every other Subway will not meet your expectations.,positive
I had a seriously solid breakfast here.,positive
This is one of the best bars with food in Vegas.,positive
My drink was never empty and he made some really great menu suggestions.,positive
Nice blanket of moz over top but i feel like this was done to cover up the subpar food.,positive
The bathrooms are clean and the place itself is well decorated.,positive
My fiancé and I came in the middle of the day and we were greeted and seated right away.,positive
This is a great restaurant at the Mandalay Bay.,positive
Some highlights : Great quality nigiri here!,positive
the staff is friendly and the joint is always clean.,positive
this was a different cut than the piece the other day but still wonderful and tender s well as well flavored.,positive
I ordered the Voodoo pasta and it was the first time I'd had really excellent pasta since going gluten free several years ago.,positive
this place is good.,positive
I was seated immediately.,positive
Their menu is diverse and reasonably priced.,positive
Restaurant is always full but never a wait.,positive
DELICIOUS!!,positive
This place is hands-down one of the best places to eat in the Phoenix metro area.,positive
Bacon is hella salty.,positive
This really is how Vegas fine dining used to be right down to the menus handed to the ladies that have no prices listed.,positive
The waitresses are very friendly.,positive
Lordy the Khao Soi is a dish that is not to be missed for curry lovers!,positive
Everything on the menu is terrific and we were also thrilled that they made amazing accommodations for our vegetarian daughter.,positive
The atmosphere is modern and hip while maintaining a touch of coziness.,positive
Not a weekly haunt but definitely a place to come back to every once in a while.,positive
Love this place hits the spot when I want something healthy but not lacking in quantity or flavor.,positive
I ordered the Lemon raspberry ice cocktail which was also incredible.,positive
Interesting decor.,positive
What I really like there is the crepe station.,positive
Also were served hot bread and butter and home made potato chips with bacon bits on top....very original and very good.,positive
you can watch them preparing the delicious food!),positive
Both of the egg rolls were fantastic.,positive
I had a salad with the wings and some ice cream for dessert and left feeling quite satisfied.,positive
The best place to go for a tasty bowl of Pho!,positive
Very friendly staff.,positive
It is worth the drive.,positive
I had heard good things about this place but it exceeding every hope I could have dreamed of.,positive
Food was great and so was the serivce!,positive
Great brunch spot.,positive
Service is friendly and inviting.,positive
Very good lunch spot.,positive
The sides are delish - mixed mushrooms yukon gold puree white corn - beateous.,positive
My friend loved the salmon tartar.,positive
Extremely Tasty!,positive
Waitress was good though!,positive
The Jamaican mojitos are delicious.,positive
- the food is rich so order accordingly.,positive
I loved the bacon wrapped dates.,positive
This is an unbelievable BARGAIN!,positive
The folks at Otto always make us feel so welcome and special.,positive
This is the place where I first had pho and it was amazing!!,positive
This wonderful experience made this place a must-stop whenever we are in town again.,positive
Very very fun chef.,positive
Great place to have a couple drinks and watch any and all sporting events as the walls are covered with TV's.,positive
I'd say that would be the hardest decision... Honestly all of M's dishes taste how they are supposed to taste (amazing).,positive
Everyone is very attentive providing excellent customer service.,positive
Now this dish was quite flavourful.,positive
Seriously flavorful delights folks.,positive
Much better than the other AYCE sushi place I went to in Vegas.,positive
The lighting is just dark enough to set the mood.,positive
Owner's are really great people.!,positive
The Greek dressing was very creamy and flavorful.,positive
Now the pizza itself was good the peanut sauce was very tasty.,positive
We had 7 at our table and the service was pretty fast.,positive
Fantastic service here.,positive
They know how to make them here.,positive
I hope this place sticks around.,positive
The restaurant atmosphere was exquisite.,positive
Good service very clean and inexpensive to boot!,positive
The seafood was fresh and generous in portion.,positive
Plus it's only 8 bucks.,positive
Thus far have only visited twice and the food was absolutely delicious each time.,positive
Just as good as when I had it more than a year ago!,positive
The Veggitarian platter is out of this world!,positive
You cant go wrong with any of the food here.,positive
You can't beat that.,positive
Stopped by this place while in Madison for the Ironman very friendly kind staff.,positive
The chefs were friendly and did a good job.,positive
